Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName
Radim Kopal,M,B,Single-ply,41.5,40-44,40-49,Masters 1,92.3,93,,,,,,185.0,195.0,-205.0,,195.0,,,,,,195.0,2,124.52,122.94,117.7,64.79,Yes,,,CSST,IPF,6/2/2016,Czechia,,Jihlava,Mistrovství ČR v Benčpresu Dorostu Juniorů a Masters
Andrey Inyutin,M,D,Raw,40.0,40-44,40-49,Amateur Masters 40-44,129.1,140,,,,,,,,,,,285.0,302.5,-307.5,,302.5,302.5,1,169.74,171.31,163.71,,Yes,Russia,,WPC,WPC,12/8/2015,Russia,KRS,Kursk,World Cup
Yuriy Kalashnik,M,SBD,Single-ply,55.5,55-59,50-59,Masters 2,120.2,125,280.0,-290.0,300.5,,300.5,170.0,180.0,-185.0,,180.0,280.0,295.0,,,295.0,775.5,1,445.13,445.68,427.08,74.9,Yes,Ukraine,,UkrainePF,IPF,21/4/1996,Ukraine,,Gorlovka,Ukrainian Masters Powerlifting Championships
Ioannis Marginis,M,SD,Raw,,,,Special Olympics,,,30.0,35.0,40.0,,40.0,,,,,,40.0,45.0,50.0,,50.0,90.0,1,,,,,,,,ESDT,,5/5/2017,Greece,,Elefsis,Special Olympics Powerlifting Games
Mike Schonhorst,M,SBD,Raw,41.5,40-44,40-49,MR-M1,93.0,93,125.0,135.0,145.0,,145.0,115.0,120.0,125.0,,125.0,140.0,150.0,160.0,,160.0,430.0,1,273.59,270.12,258.53,56.25,Yes,USA,IA,USAPL,IPF,23/1/2021,USA,IA,,Iowa State Open
Mark Topham,M,SBD,Raw,29.0,24-34,24-39,MR-O,104.5,105,212.5,217.5,-222.5,,217.5,170.0,175.0,180.0,,180.0,270.0,280.0,-285.0,,280.0,677.5,12,409.39,405.53,387.23,83.83,Yes,England,YNE,BP,IPF,31/8/2019,UK,,Dover,Men's British Classic Championships
Arild Kråkenes,M,B,Raw,49.5,45-49,50-59,Masters 50-59,108.63,120,,,,,,145.0,-150.0,-150.0,,145.0,,,,,,145.0,4,86.29,85.67,81.85,63.92,Yes,Norway,,NSF,IPF,1/12/2018,Norway,,Bergen,NM benkpress utstyrsfritt
Skylar Bonnet,F,SBD,Single-ply,,18-19,,Girls,112.13,117.7,,,,,90.72,,,,,49.9,,,,,102.06,242.67,3,198.77,196.53,167.15,34.83,Yes,,,THSWPA,,24/1/2018,USA,TX,Bruceville-Eddy ISD,Bruceville-Eddy Meet
Cindy Richardson,F,B,Raw,52.0,50-54,50-59,Pro Masters 50-54,61.19,67.5,,,,,,,,,,61.23,,,,,,61.23,1,67.05,67.24,59.39,51.97,,,,IPA,,26/4/2014,USA,NY,Ithaca,Ultimate Powerlifting Meet
Edward Shaw,M,SBD,Raw,,18-19,14-18,M-C-U18,91.9,100,,,,,150.0,,,,,110.0,,,,,200.0,460.0,1,294.37,290.62,278.29,60.53,Yes,England,EM,EPA,IPF,23/8/2009,England,,Northampton,All England Unequipped Championships
Enrique Hurado,M,D,Raw,11.0,5-Dec,,Youth 11-12,64.05,67.5,,,,,,,,,,,54.43,63.5,72.57,-86.18,72.57,72.57,1,58.16,58.43,56.86,,,,,PRIDE,,23/5/2009,USA,MT,Missoula,Big Sky Show of Strength Bench Press & Deadlift Championships
Line Anita Andreassen,F,SBD,Single-ply,24.5,24-34,24-39,Open,52.8,56,,,,,112.5,,,,,57.5,,,,,130.0,300.0,1,361.83,369.59,327.43,60.46,Yes,,,NSF,IPF,27/5/2002,Norway,,Mo i Rana,Kretsmesterskap
Gary Teeter,M,B,Raw,52.0,50-54,50-59,Open,63.09,67.5,,,,,,,,,,110.0,,,,,,110.0,1,89.19,89.72,87.38,63.95,Yes,USA,PA,RAW,,5/10/2017,USA,PA,Erie,World Championships
Justin Smith #1,M,SBD,Raw,,,,Open,83.8,93,,,,,227.5,,,,,165.0,,,,,262.5,655.0,1,439.82,434.75,418.02,90.23,Yes,Canada,PE,CPU,IPF,16/6/2018,Canada,NS,Lower Sackville,New Brunswick and Nova Scotia Provincials
Luis Perez,M,SBD,Wraps,49.0,45-49,,45-49,90.0,90,,,,,208.65,,,,,131.54,,,,,226.8,566.99,1,366.62,361.96,346.91,75.38,Yes,USA,NY,WNPF,,9/9/2018,USA,NJ,Bordentown,Lifetime Nationals & American Cup
Robin Hall,F,SBD,Raw,32.5,24-34,24-39,FR-O,83.9,84,100.0,-107.5,-107.5,,100.0,52.5,-55.0,-55.0,,52.5,122.5,-132.5,-132.5,,122.5,275.0,2,253.19,245.37,214.53,51.96,Yes,USA,SC,USAPL,IPF,12/12/2015,USA,SC,,South Carolina State Championship
Aleksey Koshuba,M,SBD,Raw,31.0,24-34,24-39,Pro Open,82.0,82.5,190.0,200.0,210.0,,210.0,130.0,-135.0,135.0,,135.0,250.0,260.0,-270.0,,260.0,605.0,4,411.24,406.78,391.51,84.26,,Russia,,WPC-RUS,WPC,7/6/2012,Russia,MOW,Moscow,Russian Powerlifting Championships
Jonathan Drummond,M,SBD,Wraps,52.0,50-54,50-59,M_MCR_3_APF,130.63,140,205.0,-230.0,230.0,,230.0,145.0,160.0,-170.0,,160.0,295.0,330.0,,,330.0,720.0,1,402.57,406.88,388.57,80.73,,USA,,APF,WPC,7/4/2018,USA,TX,,Special Strengths Invitational
Yuriy Demyanchuk,M,D,Raw,41.0,40-44,40-49,Pro Open,140.0,140,,,,,,,,,,,250.0,280.0,290.0,,290.0,290.0,1,158.93,162.05,154.03,,,Russia,,WRPF,WRPF,2/11/2019,Russia,,Tolyatti,Invincible Power Tournament
Hamza Bouali,M,B,Raw,38.0,35-39,24-39,Open,93.95,100,,,,,,190.0,200.0,-210.0,,200.0,,,,,,200.0,4,126.63,125.04,119.63,94.42,Yes,Algeria,,WPPO,,12/3/2011,UAE,,Dubai,World Cup
Lubov Maleeva,F,B,Raw,44.0,40-44,40-49,Pro Open,74.3,75,,,,,,130.0,-135.0,-135.0,,130.0,,,,,,130.0,1,127.25,124.32,109.39,100.64,,Kyrgyzstan,,WRPF,WRPF,16/12/2021,Russia,MOW,Moscow,World Championships
Denis Filaretov,M,B,Raw,23.5,24-34,24-39,Amateur Open,80.1,82.5,,,,,,125.0,132.5,135.0,,135.0,,,,,,135.0,4,93.02,92.09,88.73,69.06,,Ukraine,,WPAU,,11/10/2014,Ukraine,,Dnipropetrovsk,Ukrainian Cup
Amber Johnson,F,SBD,Single-ply,,,,Girls,84.82,90,,,,,117.93,,,,,61.23,,,,,122.47,301.64,5,276.28,267.7,233.87,47.26,Yes,,,THSWPA,,25/1/2018,USA,TX,HITCHCOCK,MANVEL GIRLS POWERLIFTING MEET
Troy Williams #1,M,SBD,Raw,40.0,40-44,40-49,MR-M1,174.5,120+,165.0,185.0,200.0,,200.0,147.5,-152.5,-152.5,,147.5,215.0,250.0,-255.0,,250.0,597.5,1,308.86,323.17,302.26,60.1,Yes,USA,GA,USAPL,IPF,18/8/2018,USA,NC,,Southeast Regional
Aaron Palko,M,SBD,Wraps,24.0,24-34,24-39,Open,82.1,82.5,,,,,238.14,,,,,161.03,,,,,265.35,664.51,1,451.38,446.46,429.68,92.49,,USA,,XPC,XPC,6/10/2013,USA,OH,Columbus,Classic Powerlifting Semi-Finals
David Brova,M,SBD,Raw,19.5,20-23,19-23,MR-O,81.2,83,129.3,138.4,149.7,,149.7,93.0,99.8,-104.3,,99.8,-167.8,179.2,188.2,,188.2,437.7,16,299.2,296.06,285.07,61.27,Yes,USA,PA,USAPL,IPF,12/11/2016,USA,PA,,Iron Lion
Jake Wharton,M,SBD,Raw,,18-19,14-18,M-C-U18,90.35,93,177.5,192.5,-211.0,,192.5,92.5,102.5,-110.0,,102.5,180.0,197.5,-207.5,,197.5,492.5,1,317.83,313.79,300.69,65.35,Yes,England,YNE,EPA,IPF,3/7/2016,England,,,YNE Juniors & Masters Classic
Anastasia Garfield,F,SBD,Single-ply,,,,Girls,51.8,51.9,,,,,65.77,,,,,31.75,,,,,68.04,165.56,7,202.34,207.01,183.52,33.81,Yes,,,THSWPA,,31/1/2015,USA,TX,Elgin,Elgin Wildcat Invitational
Justin Kearns,M,B,Raw,,45-49,,Pro Masters 45-49,133.22,140,,,,,,,,,,247.21,,,,,,247.21,1,137.42,139.23,132.79,99.88,,,,IPA,,4/3/2017,USA,PA,York,Pennsylvania State Powerlifting Championships
Simon Gayed,M,B,Raw,18.0,18-19,,Teen 18-19,70.7,75,,,,,,127.5,-137.5,137.5,,137.5,,,,,,137.5,1,102.58,102.26,99.06,75.14,Yes,USA,IL,ADFPF,WDFPF,30/4/2011,USA,IL,Macomb,Macomb Record Breaker & Qualifier
Vladimir Furtikov,M,B,Raw,48.5,45-49,40-49,Pro Masters 45-49,115.2,125,,,,,,160.0,-165.0,,,160.0,,,,,,160.0,1,93.18,92.93,88.96,68.71,,Russia,,WPC,WPC,10/12/2016,Russia,SVE,Yekaterinburg,European Champion's Cup
Camila Campos,F,B,Raw,21.0,20-23,19-23,Open,53.25,55,,,,,,-85.0,85.0,-91.0,,85.0,,,,,,85.0,5,101.92,104.03,92.14,79.71,Yes,Chile,,WPPO,,24/2/2016,Malaysia,,Kuala Lumpur,World Cup
Carson Poling,M,SBD,Raw,18.5,18-19,19-23,MR-G,80.45,83,170.0,180.0,-187.5,,180.0,-117.5,117.5,130.0,,130.0,187.5,215.0,-227.5,,215.0,525.0,G,360.82,357.16,344.05,73.83,Yes,USA,GA,USAPL,IPF,9/2/2019,USA,GA,,Georgia State Championships
Zalim Khamgokov,M,B,Raw,18.0,18-19,14-18,M_TR_3_AWPC,65.4,67.5,,,,,,100.0,-107.5,-107.5,,100.0,,,,,,100.0,6,78.89,79.11,76.91,57.0,Yes,Russia,,WPC,WPC,19/10/2012,Russia,KDA,Krasnodar,World Cup
Mikkel Madsen,M,D,Single-ply,41.5,40-44,40-49,Masters 1,73.98,74,,,,,,,,,,,200.0,-220.0,,,200.0,200.0,1,144.76,143.89,139.11,,Yes,Denmark,,DSF,IPF,5/11/2016,Denmark,,Tårnby Styrkeløfter Klub,DM Masters Dødløft
Abigail Munoz,F,SBD,Single-ply,,,,Girls,66.22,67.3,,,,,83.91,,,,,34.02,,,,,88.45,206.38,6,215.45,213.57,188.46,36.25,Yes,,,THSWPA,,24/1/2019,USA,TX,TSS Gym,TSS-UTSA JV Invitational
Hojin Yoo,M,B,Single-ply,22.5,20-23,,Open,66.1,67.5,,,,,,,,,,90.0,,,,,,90.0,1,70.44,70.58,68.58,38.99,Yes,,,NZPF,IPF,1/1/2009,New Zealand,AKL,Auckland,North Island Bench Press Championship
Michael Jolly,M,SBD,Raw,22.5,20-23,19-23,Open,91.7,93,140.0,150.0,160.0,,160.0,-110.0,117.5,127.5,,127.5,200.0,215.0,230.0,,230.0,517.5,5,331.52,327.3,313.44,68.17,Yes,USA,,NZPF,IPF,10/6/2017,New Zealand,CAN,Christchurch,South Island Championships
Gage Bush,M,SBD,Raw,20.5,20-23,19-23,Open,101.9,105,,,,,252.5,,,,,150.0,,,,,280.0,682.5,1,416.73,412.32,393.73,85.46,Yes,Canada,SK,CPU,IPF,1/10/2016,Canada,SK,Saskatoon,Saskatchewan Provincials
Mouchine El Boujaoudi,M,D,Single-ply,27.5,24-34,24-39,Open,58.92,59,,,,,,,,,,,210.0,220.0,-230.0,,220.0,220.0,1,188.51,190.8,186.51,,Yes,Italy,,FIPL,IPF,21/2/2019,Italy,,San Zenone al Lambro,XIX Campionato Italiano Open di Stacco e V Campionato Italiano Open Classic di Stacco
Sarah Robbennolt,F,SBD,Raw,39.5,35-39,40-49,FR-M1a,71.5,72,117.5,125.0,130.0,,130.0,45.0,50.0,52.5,,52.5,127.5,132.5,140.0,,140.0,322.5,1,322.31,316.24,278.61,65.54,Yes,USA,MI,USAPL,IPF,15/8/2020,USA,MI,,Michigan Summer Classic
Mariella Trento,F,D,Raw,29.5,24-34,24-39,Open,62.76,63,,,,,,,,,,,125.0,132.5,-140.0,,132.5,132.5,10,142.84,142.71,126.02,,Yes,,,FIPL,IPF,23/2/2018,Italy,,Vaiano,18° Campionato Italiano di Stacco e 4° Campionato Classic Raw di Stacco
Juan Carlos Gonzalez,M,SBD,Raw,17.5,18-19,14-18,MR-V,51.15,53,80.0,-87.5,90.0,,90.0,55.0,57.5,-60.0,,57.5,137.5,142.5,-150.0,,142.5,290.0,2,282.17,289.56,285.44,51.81,Yes,USA,NE,USAPL,IPF,27/5/2021,USA,CO,,High School and Teen National Championship
Oleg Dvoynikov,M,SBD,Raw,55.0,55-59,50-59,Masters 55-59,60.0,60,120.0,130.0,135.0,,135.0,90.0,95.0,-97.5,,95.0,160.0,170.0,175.0,,175.0,405.0,1,341.84,345.41,337.3,66.42,Yes,Russia,,RPU,,14/11/2015,Russia,VLG,Veliky Ustyug,Vologda Cup
Kevin McDonald,M,SBD,Raw,32.0,24-34,24-39,Open,99.4,100,-185.0,-195.0,-195.0,,,-112.5,112.5,117.5,,117.5,175.0,185.0,-192.5,,185.0,302.5,4,186.68,184.54,176.28,38.32,Yes,USA,,RAW-CAN,,1/12/2018,Canada,AB,Calgary,War of the Waitlist
金城 隆志,M,B,Raw,20.0,20-23,19-23,Open,59.0,59,,,,,,,,,,,,,,,,,DQ,,,,,Yes,,,JPA,IPF,19/10/2014,Japan,,Tsushima,Nagasaki National Sports Tournament
Sergey Zhushko,M,BD,Raw,29.0,24-34,24-39,Open,67.8,75,,,,,,70.0,-80.0,-85.0,,70.0,150.0,160.0,-170.0,,160.0,230.0,1,176.71,176.71,171.49,,Yes,,,RPU,,25/8/2017,Russia,MOW,Serpukhov,Russian Championships
Juan Zavala,M,SBD,Raw,29.5,24-34,24-39,MR-O,59.0,59,-120.0,,135.0,,135.0,110.0,-117.5,117.5,,117.5,-165.0,165.0,180.0,,180.0,432.5,2,370.16,374.62,366.17,71.57,Yes,USA,GA,USAPL,IPF,10/2/2018,USA,GA,,Georgia State Championships
Nichlas Pedersen,M,SBD,Single-ply,22.5,20-23,19-23,Juniors,98.4,105,,,,,205.0,,,,,165.0,,,,,220.0,590.0,3,365.73,361.44,345.32,62.18,Yes,,,DSF,IPF,7/4/2012,Denmark,,Teutonia Nors,DM Diverse
Antonina Sboynova,F,D,Raw,45.0,45-49,40-49,Masters 45-49,66.6,67.5,,,,,,,,,,,145.0,150.0,160.0,161.0,160.0,160.0,1,166.47,164.89,145.49,,,Russia,,RPU,,30/11/2019,Russia,LEN,St. Petersburg,Neva Battle V
Dylan McDonald #3,M,SBD,Raw,22.5,20-23,19-23,MR-Jr,46.1,53,70.0,80.0,-87.5,,80.0,-55.0,55.0,-67.5,,55.0,110.0,120.0,-137.5,,120.0,255.0,1,275.67,285.82,283.17,48.18,Yes,USA,NJ,USAPL,IPF,24/9/2017,USA,NJ,,New Jersey Heavy Metal Classic
Richard Pham,M,SBD,Raw,,,,Novice,90.0,90,185.0,205.0,220.0,,220.0,130.0,140.0,-150.0,,140.0,185.0,207.5,227.5,,227.5,587.5,1,379.88,375.06,359.45,78.1,Yes,USA,,NORCAL,,23/2/2014,USA,CA,Concord,Winter Powerlifting Championship
Tara Hines,F,SBD,Single-ply,,,,Girls,89.81,90,,,,,90.72,,,,,52.16,,,,,104.33,247.21,3,220.6,213.79,185.87,37.91,Yes,,,THSWPA,,20/1/2021,USA,TX,College Station,A&M Consol Tri-Meet
Madison Lopez,F,SBD,Single-ply,,18-19,,Girls,59.51,60.1,,,,,131.54,,,,,63.5,,,,,129.27,324.32,3,361.39,363.89,321.55,60.54,Yes,,,THSWPA,,1/2/2020,USA,TX,Mathis,Mathis Powerlifting Meet
Brianna Brudney,F,SBD,Single-ply,,18-19,,Girls,44.18,44.2,,,,,104.33,,,,,45.36,,,,,111.13,260.82,1,358.12,366.25,328.36,59.97,Yes,,,THSWPA,,11/2/2016,USA,TX,Brady,H.O.T Powerlifting
Sean Goetz,M,SBD,Raw,15.0,13-15,14-18,Open,52.0,52,,,,,88.45,,,,,63.5,,,,,131.54,283.49,1,271.52,278.18,273.96,50.2,Yes,USA,PA,ADAU,,12/6/2004,USA,PA,Erie,Powerlifting Nationals
豊田智史,M,B,Raw,31.0,24-34,24-39,Open,78.1,82.5,,,,,,85.0,87.5,90.0,,90.0,,,,,,90.0,7,62.96,62.4,60.19,46.65,Yes,,,JPA,IPF,22/11/2003,Japan,,Kobe,Japanese Open Masters & Firefighter/Police/SDF Classic Bench Press Championships
Igor Botvina,M,SBD,Single-ply,24.5,24-34,24-39,Open,107.9,110,300.0,315.0,330.0,,330.0,215.0,220.0,-225.0,,220.0,285.0,305.0,,,305.0,855.0,7,510.13,506.23,483.59,86.33,Yes,,,UkrainePF,IPF,20/2/2010,Ukraine,,Kharkov,Ukrainian Powerlifting Championships
Tracy Tong,F,SBD,Raw,24.5,24-34,24-39,FR-O,62.7,63,82.5,87.5,92.5,,92.5,45.0,50.0,-57.5,,50.0,92.5,102.5,105.0,,105.0,247.5,5,266.97,266.77,235.57,54.32,Yes,USA,MA,USAPL,IPF,12/1/2020,USA,CT,,New England Open
Astemir Khabitezhev,M,D,Raw,17.0,16-17,14-18,Amateur Teen 16-17,67.1,67.5,,,,,,,,,,,-170.0,170.0,-180.0,,170.0,170.0,1,131.59,131.7,127.87,,Yes,Russia,,WPC-RUS,WPC,15/4/2015,Russia,ROS,Rostov-on-Don,Russian Championships
Michelle Stamper,F,SBD,Raw,39.5,35-39,40-49,FR-O,73.2,76,102.5,107.5,110.0,,110.0,60.0,62.5,67.5,,67.5,142.5,152.5,160.0,,160.0,337.5,1,333.01,325.85,286.88,67.77,Yes,USA,TX,USAPL,IPF,15/5/2021,USA,TX,,Meet Me at The Bar
Stanislav Podoprigora,M,B,Raw,46.5,45-49,40-49,Amateur Masters 45-49,88.3,90,,,,,,132.5,135.0,-140.0,,135.0,,,,,,135.0,3,88.14,87.04,83.49,65.72,Yes,Russia,,WPC-RUS,WPC,30/1/2015,Russia,TA,Kazan,Tatarstan Championships
Frank Juszynski,M,SBD,Single-ply,44.5,40-44,40-49,M-M1b,95.2,105,,,,,195.0,,,,,130.0,,,,,235.0,560.0,1,352.38,348.01,332.8,60.0,Yes,USA,,USAPL,IPF,28/2/2015,USA,MA,,Winter Classic
Giorgi Davitashvili,M,B,Raw,34.5,24-34,24-39,Submasters 35-39,121.0,125,,,,,,170.0,190.0,,,190.0,,,,,,190.0,2,108.82,109.03,104.48,79.87,,Georgia,,GPA,GPA,5/12/2013,Finland,,Tampere,World Championships
Ashley Dickey,F,SBD,Single-ply,,,,Girls,94.53,100,,,,,113.4,,,,,61.23,,,,,122.47,297.1,2,259.34,251.91,217.85,44.77,Yes,USA,,THSWPA,,2/2/2019,USA,TX,Seguin,Seguin Matador Powerlifting
David Batchelor,M,SBD,Raw,25.0,24-34,24-39,Open,89.26,93,182.5,197.5,205.0,,205.0,142.5,150.0,-157.5,,150.0,200.0,220.0,230.0,,230.0,585.0,1,379.85,375.04,359.57,78.09,Yes,,,NZPF,IPF,2/7/2016,New Zealand,WGN,Wellington,CDPA Zenith Club 3-Lift
Adam Jurnost,M,SBD,Single-ply,19.5,20-23,19-23,Juniors,77.4,83,,,,,220.0,,,,,150.0,,,,,220.0,590.0,2,415.01,411.5,397.07,71.06,Yes,,,CSST,IPF,28/5/2016,Czechia,,Zbýšov,Ročník Poháru Starosty Města Zbýšova v Silovém Trojboji Dorostu a Juniorů
Brittany Westbrook,F,SBD,Single-ply,,18-19,,Girls,51.89,51.9,,,,,108.86,,,,,68.04,,,,,113.4,290.3,2,354.37,362.49,321.34,59.21,Yes,,,THSWPA,,22/2/2020,USA,TX,Forney Indoor,Forney Jackrabbit Classic
Joni Brown,F,SBD,Raw,40.5,40-44,40-49,FR-O,68.4,69,-107.5,107.5,112.5,,112.5,55.0,-60.0,-60.0,,55.0,135.0,-142.5,-142.5,,135.0,302.5,3,309.93,305.84,269.73,62.98,Yes,USA,VT,USAPL,IPF,6/11/2021,USA,ME,,Carrie Boudreau Big Pullooza
Grace Stilgoe,F,SBD,Raw,30.5,24-34,24-39,FR-O,62.8,63,,,,,165.0,,,,,85.0,,,,,192.5,442.5,2,476.84,476.37,420.66,97.01,Yes,England,,BP,IPF,8/3/2020,England,,York,Women's British Classic
Johan Kerremans,M,SBD,Single-ply,,,,Masters 1,121.5,125,,,,,265.0,,,,,190.0,,,,,290.0,745.0,1,426.11,427.11,409.27,71.66,Yes,Belgium,,VGPF,IPF,17/4/2010,Belgium,,Oostende,Interclub 3
Andreas E Pedersen,M,B,Raw,22.5,20-23,19-23,Juniors,80.6,83,,,,,,125.0,130.0,135.0,,135.0,,,,,,135.0,3,92.68,91.73,88.36,68.84,Yes,,,DSF,IPF,26/9/2015,Denmark,,Københavns SK,DM Klassisk Bænkpres
Jennifer Grulke,F,SBD,Wraps,,,,FOR,92.2,90+,125.0,137.5,145.0,,145.0,77.5,87.5,-92.5,,87.5,122.5,132.5,142.5,,142.5,375.0,3,330.82,320.91,278.27,68.51,,,,UPA,,20/3/2021,USA,IA,Dubuque,Hooligans Holiday Bash
Bailee LeBlanc,F,SBD,Single-ply,16.5,16-17,14-18,F-O,64.8,72,85.0,95.0,102.5,,102.5,40.0,47.5,50.0,,50.0,110.0,120.0,125.0,,125.0,277.5,4,293.43,291.79,257.56,49.32,Yes,USA,LA,USAPL,IPF,16/2/2019,USA,LA,,Pelican State Meet
Henrik Sørensen,M,B,Single-ply,44.5,40-44,40-49,Masters 1,111.84,120,,,,,,170.0,180.0,190.0,,190.0,,,,,,190.0,1,111.84,111.26,106.39,57.4,Yes,Denmark,,DSF,IPF,28/4/2018,Denmark,,Videbæk,Jørgen Krogh Cup Bænkpres
Satu Tahvanainen,F,SBD,Single-ply,,,,Under 17,75.0,75,,,,,145.0,,,,,60.0,,,,,150.0,355.0,2,345.76,337.48,296.86,58.6,Yes,,,SVNL,IPF,9/3/1996,Finland,,Valkeakoski,Naisten voimanoston SM -kisat
津軽 正弘,M,B,Raw,35.0,35-39,24-39,Open,71.32,75,,,,,,-137.5,-137.5,-137.5,,,,,,,,,DQ,,,,,Yes,,,JPA,IPF,19/5/2002,Japan,,Kobe,Japanese Businessmen's Bench Press Championships
Ryan Finley,M,SBD,Raw,24.0,24-34,24-39,M_NR_APF,100.6,110,,,,,150.0,,,,,117.5,,,,,190.0,457.5,2,280.87,277.77,265.28,57.63,,,,APF,WPC,1/3/2014,USA,UT,West Jordan,Utah State Powerlifting Championship
Jenna Marcinkowski,F,SBD,Wraps,22.0,20-23,19-23,F_OCR_AWPC,80.15,82.5,137.5,147.5,150.0,,150.0,-80.0,82.5,85.0,,85.0,145.0,155.0,165.0,,165.0,400.0,2,376.55,365.62,320.61,77.0,Yes,USA,,WPC,WPC,8/9/2017,USA,IL,,Worlds
Priscilla Adejokun,F,SBD,Single-ply,,18-19,,Girls,94.26,100,,,,,217.72,,,,,95.25,,,,,215.46,528.44,1,461.84,448.51,388.01,79.7,Yes,,,THSWPA,,18/2/2016,USA,TX,Paris,Paris High Powerlifting Meet
Alistair Nauman,M,B,Raw,,,60-69,Masters 3,91.76,93,,,,,,107.5,115.0,-120.0,,115.0,,,,,,115.0,5,73.65,72.71,69.63,54.92,Yes,,,NZPF,IPF,22/11/2015,New Zealand,NTL,Dargaville,Tink Memorial Club Bench Press Contest
Jean-Luc Collart,M,SBD,Single-ply,,,,Masters 2,115.4,120,,,,,300.0,,,,,200.0,,,,,240.0,740.0,1,430.71,429.58,411.26,72.63,Yes,Belgium,,VGPF,IPF,2/11/2014,Belgium,,Florennes,Belgisch Kampioenschap - Championnats de Belgique - Powerlifting - Equipped
Kaci Cummins,F,SBD,Single-ply,,,,Girls,56.02,56,,,,,,,,,,,,,,,,,NS,,,,,Yes,,,THSWPA,,5/3/2016,USA,TX,Fairfield,Region 3 Division 1
Andrey Petukhov,M,B,Raw,15.0,13-15,14-18,Teen 13-15,51.1,52,,,,,,70.0,75.0,-82.5,,75.0,,,,,,75.0,1,73.04,74.96,73.9,49.07,Yes,Russia,,WPA-RUS,WPA,15/1/2017,Russia,KHA,Khabarovsk,CIS Championships
Maria Konkola,F,B,Raw,14.5,13-15,14-18,Under 15,62.21,63,,,,,,57.5,-65.5,-65.5,,57.5,,,,,,57.5,1,62.32,62.35,55.06,48.33,Yes,Finland,,SVNL,IPF,15/8/2015,Finland,,Ylöjärvi,Klassisen penkkipunnerruksen SM-kisat
Jasmine Ramon,F,SBD,Single-ply,,18-19,,Girls,88.63,90,,,,,161.03,,,,,97.52,,,,,140.61,399.16,1,358.3,347.15,302.18,61.51,Yes,,,THSWPA,,20/2/2021,USA,TX,Natalia,Mustang Powerlifting Meet 7
Hailey Reimer,F,SBD,Single-ply,,,,Girls,58.15,60.1,,,,,88.45,,,,,47.63,,,,,108.86,244.94,6,277.01,279.82,247.34,46.37,Yes,,,THSWPA,,4/3/2021,USA,TX,Bay City,Region 4 Division 2 Meet
Henna Siirilä,F,SBD,Single-ply,22.5,20-23,19-23,Open,65.2,67.5,,,,,165.0,,,,,100.0,,,,,165.0,430.0,2,453.03,450.09,397.26,76.16,Yes,Finland,,SVNL,IPF,21/2/2009,Finland,,Sotkamo,Voimanoston SM-kisat
Artur Oliynik,M,D,Single-ply,22.0,20-23,19-23,Open,120.8,120+,,,,,,,,,,,,,,,300.0,300.0,1,171.91,172.21,165.03,,Yes,,,UkrainePF,IPF,27/2/2012,Ukraine,,,Ukrainian Masters Powerlifting and Bench Press Championships
Ioana Andrei,F,SBD,Single-ply,,,,Junior II,52.0,52,-50.0,-50.0,50.0,,50.0,30.0,35.0,-40.0,,35.0,60.0,70.0,80.0,,80.0,165.0,1,201.12,205.7,182.33,33.6,Yes,,,FRPL,IPF,9/2/2013,Romania,,Alba Iulia,Campionatul National de Powerlifting Copii si Cadeti
Charlotte Wareing,F,SBD,Single-ply,,55-59,,M55+,106.6,90+,-182.5,182.5,190.0,,190.0,100.0,105.0,107.5,,107.5,182.5,192.5,200.0,,200.0,497.5,1,414.57,407.33,347.09,72.33,,England,,BPO,WPF,21/10/2018,Wales,,Rhyl,Great Britain Championship
Rebecca Castillo,F,SBD,Single-ply,,18-19,,Girls,62.73,67.3,,,,,161.03,,,,,70.31,,,,,156.49,387.82,6,418.2,417.86,369.0,70.19,Yes,,,THSWPA,,16/3/2018,USA,TX,Waco,Girls State Meet
Viktor Pivnenko,M,B,Raw,31.5,24-34,24-39,Amateur Open,88.5,90,,,,,,-140.0,140.0,-150.0,,140.0,,,,,,140.0,3,91.3,90.16,86.47,68.07,,Ukraine,,WPAU,,14/9/2013,Ukraine,,Melitopol,Open Ukraine Cup
Susanne Berg,F,B,Single-ply,18.5,18-19,19-23,Juniors 19-23,71.8,72,,,,,,30.0,40.0,-50.0,,40.0,,,,,,40.0,1,39.88,39.11,34.46,22.41,Yes,,,NSF,IPF,1/2/2011,Norway,,Vestlund park,Åpent stevne
Lydia Zentzis,F,SBD,Single-ply,15.5,16-17,14-18,F-JV,62.4,63,87.5,92.5,-100.0,,92.5,45.0,50.0,-52.5,,50.0,117.5,125.0,135.0,,135.0,277.5,10,300.21,300.2,265.11,50.37,Yes,,,USAPL,IPF,27/3/2015,USA,WI,Milwaukee,High School Nationals
